name	length	WIBR3_naive_TSC	AN_STB	AN_EVT	AN_naive_TSC	AN_naive	AN_primed_TSC	AN_primed	H9_STB	H9_capacitated_rep1	H9_capacitated_rep2	H9_EVT	H9_naive_TSC	H9_naive	H9_primed_StemPro	H9_primed_TSC	H9_primed
LINC02188	3891	0	0	0	0	20	19	50	0	202	218	0	1	19	12	1	56
LINC02189	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02190	568	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0
LINC02191	518	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
LINC02192	1325	1	0	1	5	1	37	2	0	4	6	0	4	0	0	4	0
LINC02193	3723	0	1	2	3	0	1	0	0	1	1	1	0	0	1	0	0
LINC02195	294	0	0	0	0	0	2	14	0	0	1	0	0	0	5	0	1
LINC02196	568	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0
LINC02197	2767	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02198	1196	0	0	0	0	3	0	1	0	3	1	0	0	5	0	0	0
LINC02199	3543	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1
LINC02200	950	0	0	0	0	0	119	0	0	0	3	0	0	0	0	0	0
LINC02201	2377	6	0	1	4	3	0	0	1	4	0	6	3	1	0	0	0
LINC02202	3214	0	0	0	0	0	9	0	0	0	1	0	0	0	0	21	0
LINC02203	3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02204	3206	2	1	2	5	32	0	5	4	6	14	2	0	5	2	0	0
LINC02205	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02206	719	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
LINC02207	1572	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	0
LINC02208	3385	0	2	1	0	1	28	0	0	1	2	4	0	0	0	0	0
LINC02209	2957	3	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0
LINC02210	15578	306	120	182	304	199	406	963	114	589	288	302	280	359	1187	1824	1393
LINC02210-CRHR1	2771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02211	4807	0	1	7	12	0	3	9	0	1	0	8	0	0	1	0	3
LINC02212	2130	1	4	0	1	0	8	0	3	0	0	0	2	0	0	0	0
LINC02213	1103	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LINC02214	707	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LINC02215	543	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02216	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02217	979	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02218	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02219	454	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LINC02220	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02221	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02222	1039	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
LINC02223	1236	3	0	0	0	0	43	0	1	2	0	0	2	0	0	12	1
LINC02224	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02225	4069	3	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0
LINC02226	1587	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02227	3748	0	0	2	4	0	2	0	0	0	0	0	1	0	0	3	0
LINC02228	6327	10	48	19	47	7	0	4	5	5	7	2	20	0	0	0	5
LINC02229	661	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
LINC02230	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02231	447	0	0	0	0	0	8	43	1	9	9	1	0	0	2	1	10
LINC02232	4079	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
LINC02233	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02234	829	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
LINC02235	466	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0
LINC02236	552	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02237	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02238	819	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LINC02239	2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02240	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02241	1926	3	16	16	9	0	2	0	6	1	0	3	6	2	0	0	0
LINC02242	641	0	0	0	0	1	0	0	0	3	1	0	0	2	7	2	2
LINC02243	961	1	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0
LINC02245	2928	0	0	0	1	0	0	0	0	0	0	3	2	0	1	1	0
LINC02246	3635	28	5	50	25	0	0	0	6	3	0	96	7	0	0	4	1
LINC02247	743	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
LINC02248	949	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02249	4269	0	0	0	0	3	23	2	0	4	8	0	0	0	0	50	2
LINC02250	2491	0	1	0	0	0	2	1	0	0	0	0	0	0	0	2	0
LINC02251	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02252	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02253	989	26	0	0	8	6	15	44	7	117	54	0	15	15	152	26	110
LINC02254	1726	3	0	0	0	0	0	5	0	4	5	1	0	0	4	1	7
LINC02255	199	8	1	3	8	0	0	0	1	0	0	4	12	1	0	0	1
LINC02256	909	0	6	3	2	0	16	1	2	0	2	1	2	5	4	23	2
LINC02257	998	0	0	0	0	6	0	3	0	9	15	0	0	37	3	0	2
LINC02258	777	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LINC02259	594	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0
LINC02260	2216	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0
LINC02261	2802	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0
LINC02262	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LINC02263	881	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02264	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02265	957	0	0	0	6	0	2	5	0	2	3	6	0	1	0	1	2
LINC02266	1151	1	3	7	0	4	0	1	4	16	2	1	0	12	11	0	2
LINC02267	2423	69	21	33	70	5	0	0	10	12	23	31	16	41	0	1	0
LINC02268	1659	0	0	0	1	0	1	0	0	0	2	0	0	0	0	12	0
LINC02269	605	0	0	0	0	1	0	0	0	0	2	0	0	1	2	0	0
LINC02270	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02271	829	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
LINC02272	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02273	2011	2	13	1	1	0	2	0	9	2	1	5	0	0	0	0	0
LINC02274	1174	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02275	4365	0	0	0	0	15	0	2	0	7	7	0	0	9	2	1	1
LINC02276	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02277	675	1	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0
LINC02278	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02279	737	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LINC02280	3816	1	0	3	0	0	0	1	4	2	3	0	0	6	0	0	0
LINC02281	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02282	1655	0	0	0	0	1	3	4	0	2	3	0	0	0	0	0	0
LINC02283	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
LINC02284	846	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
LINC02285	943	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0
LINC02286	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02287	1384	0	0	0	2	8	0	0	0	0	0	0	3	13	0	0	2
LINC02288	2924	1	8	2	1	0	3	0	3	9	1	0	3	8	8	1	6
LINC02289	2793	5	5	6	0	3	1	4	5	42	23	2	3	14	29	3	23
LINC02290	1214	1	0	0	0	0	0	0	0	0	1	1	0	0	1	4	2
LINC02291	1938	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
LINC02292	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02293	853	0	0	0	0	0	0	0	0	0	0	1	0	0	2	20	0
LINC02294	497	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
LINC02295	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02296	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02297	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02298	1177	4	0	40	1	9	5	0	2	4	0	45	5	41	2	1	3
LINC02299	430	0	0	0	1	2	1	0	0	3	0	0	0	0	4	3	0
LINC02300	665	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
LINC02301	1754	23	1	1	13	0	2	0	0	5	6	2	7	3	10	0	0
LINC02302	2904	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
LINC02303	1144	2	0	1	0	0	0	0	0	0	0	13	0	0	0	3	0
LINC02304	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02305	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02306	529	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0
LINC02307	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02308	637	9	0	0	5	2	1	3	0	18	15	1	3	0	0	0	1
LINC02309	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02310	572	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC02311	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02312	3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02313	550	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02314	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02315	696	47	14	33	34	27	19	17	11	112	63	78	32	31	252	156	237
LINC02316	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02317	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02318	1971	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
LINC02319	349	0	4	0	0	1	0	0	2	0	0	1	0	0	0	0	0
LINC02320	454	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
LINC02321	384	55	46	7	16	2	3	2	24	12	1	12	31	7	9	4	1
LINC02322	338	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02323	1603	0	0	2	1	8	0	0	0	5	4	1	0	4	3	0	1
LINC02324	1442	0	0	1	0	0	0	0	4	0	0	0	6	0	0	0	0
LINC02325	2014	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	2
LINC02326	540	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LINC02327	1986	82	75	56	86	19	0	0	75	6	23	56	63	41	0	1	0
LINC02328	1568	0	0	1	0	7	0	7	0	28	18	0	0	9	16	2	12
LINC02329	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02330	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02331	602	6	0	1	1	0	11	0	0	0	2	0	1	0	0	0	0
LINC02332	386	0	0	0	0	0	2	0	0	2	0	1	0	0	2	0	0
LINC02333	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02334	4959	1	1	0	3	1	3	51	0	2	16	1	0	0	23	18	290
LINC02335	659	0	0	0	0	15	0	101	1	0	0	0	0	0	5	0	435
LINC02336	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02337	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02338	2753	2	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0
LINC02339	752	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02340	1098	10	12	1	1	2	1	1	5	3	1	3	1	5	4	7	4
LINC02341	1870	4	4	1	3	27	0	1	7	18	15	3	4	15	6	0	1
LINC02342	461	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02343	573	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LINC02344	644	0	0	0	3	0	1	0	0	0	0	1	1	0	0	2	0
LINC02345	2448	0	0	0	0	0	3	0	1	5	4	1	0	0	0	2	0
LINC02346	2355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02347	2835	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02348	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LINC02349	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02350	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02351	289	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0
LINC02352	1901	0	1	0	0	3	0	1	0	0	1	0	0	0	3	8	15
LINC02353	849	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LINC02354	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02355	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02356	353	1	4	7	3	0	1	0	2	1	1	4	3	0	5	9	7
LINC02357	1622	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02358	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02359	643	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC02360	657	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02361	1484	0	1	0	0	17	2	10	0	17	6	0	0	29	8	0	16
LINC02362	2767	0	1	1	0	2	0	2	1	1	0	2	0	0	2	4	3
LINC02363	2353	0	0	2	1	3	10	10	0	11	2	1	0	5	16	24	2
LINC02364	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02365	1268	1	3	0	0	2	4	5	0	0	4	4	0	2	2	4	3
LINC02366	752	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02367	4388	4	3	0	3	3	4	5	4	12	10	3	5	5	20	23	16
LINC02368	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02369	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02370	2009	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LINC02371	567	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02372	1486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC02373	423	3	0	0	1	1	0	0	0	0	1	0	0	0	1	1	2
LINC02374	1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02375	852	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC02376	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02377	914	3	6	0	5	3	0	0	1	0	0	7	0	4	0	0	0
LINC02378	1003	0	0	0	0	0	18	0	0	0	0	0	0	0	0	59	0
LINC02379	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02380	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LINC02381	2310	7	0	0	11	0	63	0	0	8	14	0	7	1	3	4990	2
LINC02382	614	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
LINC02383	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02384	2695	1	2	9	0	0	3	0	2	4	15	12	0	4	0	1	0
LINC02385	428	1	2	4	0	0	0	0	2	1	1	6	1	1	0	0	0
LINC02386	1062	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC02387	868	73	13	84	22	51	4	50	11	144	247	87	33	22	36	78	40
LINC02388	2366	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
LINC02389	3970	0	0	0	0	0	4	27	1	4	4	0	0	0	0	0	2
LINC02390	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02391	800	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
LINC02392	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC02393	2311	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
LINC02394	543	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LINC02395	4701	1	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0
LINC02396	2459	0	0	0	0	0	2	0	0	0	0	4	1	0	0	1	0
LINC02397	10626	0	0	0	0	0	0	6	0	3	2	0	0	0	38	9	27
LINC02398	431	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0
LINC02399	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02400	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02401	3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02402	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LINC02403	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02404	1188	0	1	0	1	0	0	0	4	2	6	1	3	0	0	0	0
LINC02405	1465	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02406	546	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
LINC02407	1201	0	0	0	0	1	326	3	0	3	15	1	0	3	1	0	0
LINC02408	2284	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0
LINC02409	576	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0
LINC02410	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02411	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02412	1269	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0
LINC02413	1251	0	1	0	0	0	0	0	1	57	137	2	0	0	6	0	0
LINC02414	494	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02415	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02416	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02417	515	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LINC02418	4708	0	0	0	2	0	11	0	0	3	4	0	0	0	0	19	0
LINC02419	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02420	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02421	3135	1	20	1	0	1	1	0	3	0	2	2	5	0	0	1	0
LINC02422	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02423	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02424	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02425	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02426	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02427	1252	0	0	1	0	0	2	0	1	2	0	0	0	2	6	84	5
LINC02428	923	10	2	15	2	7	6	3	2	17	9	19	4	13	8	75	10
LINC02429	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02430	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02431	3632	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LINC02432	3750	1	205	9	6	3	2	1	12	0	3	2	0	1	1	0	0
LINC02433	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02434	677	168	331	37	236	113	0	0	306	43	37	100	222	271	0	0	0
LINC02435	584	56	4	5	34	2	0	0	5	0	0	13	25	4	0	0	0
LINC02436	2526	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02437	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02438	641	77	35	28	84	1	0	0	27	0	6	56	82	12	0	0	0
LINC02439	450	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02440	680	0	0	0	0	0	0	46	0	28	6	0	0	0	47	52	60
LINC02441	552	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02442	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02443	1393	2	1	3	7	1	0	0	1	0	0	1	1	2	1	3	1
LINC02444	1256	0	0	0	0	0	0	0	0	1	1	0	1	0	2	2	1
LINC02445	459	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LINC02446	868	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0
LINC02447	3763	10	3	0	2	0	4	6	0	3	1	8	5	0	9	27	9
LINC02448	583	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0
LINC02449	1397	3	8	1	10	7	3	2	5	9	2	5	0	4	7	4	4
LINC02450	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02451	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC02452	2982	0	0	0	2	0	0	0	0	0	4	3	0	0	1	0	1
LINC02453	1918	4	9	4	7	10	22	6	5	16	6	6	5	29	35	62	19
LINC02454	895	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
LINC02455	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02456	1323	3	2	3	1	1	0	1	1	16	6	5	0	17	0	0	1
LINC02457	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02458	2941	6	0	0	0	1	20	3	0	0	3	0	0	0	0	1	1
LINC02459	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02460	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02461	836	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0
LINC02462	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02463	497	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
LINC02464	368	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LINC02465	2477	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
LINC02466	2456	1	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0
LINC02467	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02468	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02469	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02470	979	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02471	5451	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LINC02472	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02473	2195	0	0	1	0	26	0	5	0	27	11	7	0	31	72	1	20
LINC02474	1366	1	0	0	1	9	0	13	0	8	9	0	0	10	10	0	10
LINC02475	2823	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02476	1994	0	0	0	0	0	0	3	2	2	1	0	0	0	0	0	2
LINC02477	1417	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02479	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02480	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02482	422	15	21	11	14	25	39	34	16	15	5	6	6	5	27	39	12
LINC02483	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02484	989	96	113	64	86	20	0	0	70	19	21	119	91	34	0	0	0
LINC02485	981	0	18	0	1	1	0	0	7	1	4	1	0	2	0	0	0
LINC02486	3000	140	90	66	95	41	119	96	43	83	70	39	43	28	129	277	182
LINC02487	2557	0	0	0	0	0	0	2	0	1	1	0	0	0	0	3	4
LINC02488	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02489	354	0	0	1	0	0	0	1	0	7	5	0	0	2	2	0	3
LINC02490	601	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02491	403	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02492	1266	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0
LINC02493	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02494	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02495	5643	1	1	0	0	5	1	3	0	21	7	2	1	3	17	2	15
LINC02496	584	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02497	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02498	1065	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02499	1193	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
LINC02500	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02501	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02502	642	0	0	0	0	0	0	0	1	0	0	3	0	2	2	0	0
LINC02503	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02504	4949	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3
LINC02505	1626	0	2	0	2	0	0	0	0	4	3	0	0	1	2	0	1
LINC02506	734	157	74	61	43	6	40	0	7	0	0	9	15	6	1	0	0
LINC02507	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02508	426	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02509	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02510	1576	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC02511	1935	0	0	0	0	0	249	0	0	3	0	0	0	0	0	4	0
LINC02512	429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02513	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02514	498	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
LINC02515	536	1	0	0	2	1	0	0	0	1	1	7	0	1	0	0	0
LINC02516	1771	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LINC02517	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02518	607	2	2	8	1	0	0	0	0	0	0	0	2	0	0	0	0
LINC02519	2685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC02520	537	0	0	0	5	0	0	1	0	1	4	0	0	0	3	0	0
LINC02521	834	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
LINC02522	256	13	7	0	4	1	0	0	4	1	0	0	3	0	0	0	0
LINC02523	2963	0	0	0	0	45	0	40	0	48	30	0	0	6	43	0	14
LINC02525	1505	8	0	7	11	19	116	4	0	23	6	2	2	40	49	195	58
LINC02526	419	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC02527	762	0	15	4	0	10	0	4	213	57	76	97	27	28	63	12	29
LINC02528	815	2	0	1	2	0	0	0	0	0	0	4	3	0	0	0	0
LINC02529	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02530	894	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0
LINC02531	593	7	0	5	5	5	0	0	0	2	2	4	0	2	0	0	0
LINC02532	6610	7	3	3	2	1	0	3	0	0	0	3	2	0	0	0	0
LINC02533	2272	2	73	4	0	0	0	0	38	0	0	0	5	0	0	0	0
